番号,shopname,category,全店,デジタル,中小,住所１,住所２,電話番号
1399,えん,飲食店,〇,,●,豊中市服部西町2-2-6,,06-6862-7474
1400,フレッシュミート とりさか,小売業 その他,〇,,●,豊中市服部西町2-4-1,,06-6863-6334
1401,おもちゃと趣味の店 鳴門屋,小売業 その他,〇,★,●,豊中市服部西町2-4-10,,06-6863-6998
1402,セイワ薬店,ドラッグストア,〇,★,●,豊中市服部西町2-4-6,,06-6863-6172
1403,音楽教室ラルゴ,サービス業 その他,〇,★,●,豊中市服部西町2-4-7,,06-6866-3786
1404,成る屋,飲食店,〇,★,●,豊中市服部西町2-4-7,,06-4867-4732
1405,la・vie amusant,飲食店,〇,★,●,豊中市服部西町2-4-8,,06-6152-5445
1406,キッチンフジヒロサン,飲食店,〇,★,●,豊中市服部西町2-4-8,,06-6335-7114
1407,Uma Uma Cafe,飲食店,〇,★,●,豊中市服部西町2-4-9,,06-6863-8821
1408,天然酵母 緩,小売業 その他,〇,★,●,豊中市服部西町2-4-9,,06-7713-3613
1409,くすりのエンゼル健翔堂,小売業 その他,〇,★,●,豊中市服部西町2-5-19,,06-6863-6594
1410,晴れ、時々、鳥,飲食店,〇,★,●,豊中市服部西町2-5-21,,06-6867-6141
1411,魚匠はち六,飲食店,〇,★,●,豊中市服部西町2-5-25,,090-5243-8686
1412,海鮮うろこ,飲食店,〇,★,●,豊中市服部西町2-5-27,,06-6152-5513
1413,木下米穀・煙草店,食料品(スーパー含む),〇,★,●,豊中市服部西町2-5-28,,06-6863-6970
1414,ぞうや化粧品店,小売業 その他,〇,★,●,豊中市服部西町2-5-3,,06-6863-6920
1415,旬菜酒房まうんと,飲食店,〇,★,●,豊中市服部西町2-6-9,サンセール豊中1F,06-6868-9077
1416,坂野商店,食料品(スーパー含む),〇,,●,豊中市服部西町2-7-8,,06-6864-6373
1417,Tetu&Sun,食料品(スーパー含む),〇,★,●,豊中市服部西町2-7-9,,06-6863-1234
1418,わがまま倶楽部,衣料品,〇,★,●,豊中市服部西町2-8-16,,090-5968-5186
1419,やまや 服部店,食料品(スーパー含む),〇,★,●,豊中市服部西町2-8-4,,06-6863-8600
1420,天神クリニック,医療福祉,〇,★,●,豊中市服部西町2-8-8,,06-6864-0688
1421,焼肉仙家(BBQテイクアウト),飲食店,〇,★,●,豊中市服部西町2-8-9,,06-6866-2890
1422,美容室 セ・ラ・ビ,理美容,〇,★,●,豊中市服部西町2-9-3,,06-6863-5445
1423,あじむどり 服部天神店,飲食店,〇,★,●,豊中市服部西町3-1-2,エレガンス穂積3号館,06-6398-9933
1424,いつもあなたといたい,飲食店,〇,★,●,豊中市服部西町3-1-37,,090-3264-9497
1425,ココカラファイン 服部店,ドラッグストア,〇,,,豊中市服部西町3-5-8,,06-6862-8044
1426,理容 大阪舘,理美容,〇,★,●,豊中市服部西町4-6-23,,06-6863-6651
1427,博多ラーメンげんこつ 豊中南店,飲食店,〇,,●,豊中市服部西町5-17-24,,06-6863-3133
1428,HAIR SPACE Bloom Pur,理美容,〇,★,●,豊中市服部豊町1-1-1,,06-6868-8167
1429,住まいるホーム,サービス業 その他,〇,★,●,豊中市服部豊町1-11-23,,0120-756-910
1430,肉匠 豊乃,飲食店,〇,★,●,豊中市服部豊町1-1-17,,06-6863-1129
1431,ALBAR 服部店,飲食店,〇,★,●,豊中市服部豊町1-1-18,,06-6867-3000
1432,源樹や 服部店,飲食店,〇,★,●,豊中市服部豊町1-1-2,,06-6862-7784
1433,服部のひょうたん寿し,飲食店,〇,,●,豊中市服部豊町1-2-6,,06-6868-3990
1434,千房 阪急服部店,飲食店,〇,★,●,豊中市服部豊町1-2-6,サンライフ服部102,06-6863-1628
1435,かしわ舎 服部店,飲食店,〇,★,●,豊中市服部豊町1-2-6,サンライフ服部103,06-6867-0750
1436,M's珈琲,飲食店,〇,★,●,豊中市服部豊町1-2-6,サンライフ服部104,06-6865-4080
1437,ごはん処 おかだや,飲食店,〇,★,●,豊中市服部豊町1-3-14,グランウエスト101,06-6863-6974
1438,エディオン 服部サンデン,電化製品,〇,★,●,豊中市服部豊町1-3-14,グランウエスト103,06-6862-3311
1439,服部マルゼン薬局,小売業 その他,〇,★,●,豊中市服部豊町1-3-14,グランウエスト105,06-6864-4386
1440,MUSE HAIR,理美容,〇,★,●,豊中市服部豊町1-3-27,セントラルステージ1F,06-6865-1511
1441,メガネのむらかみ,小売業 その他,〇,★,●,豊中市服部豊町1-3-5,,06-6863-3610
1442,北川水産 海風,飲食店,〇,★,●,豊中市服部豊町1-3-6,,090-7366-6743
1443,四季おがさわら,サービス業 その他,〇,,●,豊中市服部豊町1-3-8,,06-6862-8899
1444,やきとり・だいにんぐ MALIBU,飲食店,〇,★,●,豊中市服部豊町1-6-1,,090-3708-2897
1445,ばんばそば,飲食店,〇,★,●,豊中市服部豊町1-6-16,1F,06-6862-1234
1446,ごえん,飲食店,〇,★,●,豊中市服部豊町1-6-16,冨士メイトマンション108,06-6167-9453
1447,ありがとう鍼灸整骨院,医療福祉,〇,★,●,豊中市服部豊町1-6-2,,06-6864-7321
1448,やきとり初酉,飲食店,〇,,●,豊中市服部豊町1-6-7,矢内ハイツ服部1F,06-6866-8210
1449,おか鍼灸整骨院,医療福祉,〇,★,●,豊中市服部豊町1-7-19,,06-6866-2984
1450,中秀,飲食店,〇,★,●,豊中市服部豊町2-13-6,,06-6863-3052
1451,Office ALSANA,小売業 その他,〇,★,●,豊中市服部豊町2-13-8,,06-6862-1878
1452,お米の友 まつもと,食料品(スーパー含む),〇,★,●,豊中市服部豊町2-1-5,,06-6863-0161
1453,阪急オアシス 服部西店,食料品(スーパー含む),〇,,,豊中市服部豊町2-15-7,,06-6867-6211
1454,スギ薬局 服部西店,ドラッグストア,〇,,,豊中市服部豊町2-15-7,阪急オアシス服部西店内,06-6867-1650
1455,BlackPooL,飲食店,〇,★,●,豊中市服部豊町2-1-7,メゾンユルベーヌ1F,080-5743-5475
1456,業務スーパーTAKENOKO 豊中店,食料品(スーパー含む),〇,★,●,豊中市服部豊町2-19-23,,06-6868-8233
1457,Shot Bar Lee,飲食店,〇,★,●,豊中市服部豊町2-20-12,,06-4866-8711
1458,エースグリーン株式会社,その他の業種,〇,★,●,豊中市東泉丘1-12-1,,06-6858-0017
1459,マルミヤ電器泉ヶ丘,電化製品,〇,★,●,豊中市東泉丘1-5-1-105,,06-6849-8282
1460,ファミリーマート 豊中東泉丘店,コンビニエンスストア,〇,★,●,豊中市東泉丘1-7-1,,06-4865-3305
1461,ビーファースト,小売業 その他,〇,★,●,豊中市東泉丘2-1-10,PARK21,06-6858-1009
1462,コープミニ 泉丘,食料品(スーパー含む),〇,,,豊中市東泉丘2-14-20,,06-6840-0661
1463,サンドラッグ 豊中東泉丘店,ドラッグストア,〇,,,豊中市東泉丘2-4-7,,06-4865-3721
1464,北山商会,小売業 その他,〇,★,●,豊中市東泉丘2-6-20,,06-6856-0654
1465,カットハウス ホズミ,理美容,〇,★,●,豊中市東泉丘2-6-24,,06-6848-2406
1466,吹田電化 豊中店,電化製品,〇,★,●,豊中市東泉丘2-6-24,,06-6848-2251
1467,呑み処 昌太,飲食店,〇,★,●,豊中市東泉丘2-6-24,,06-6848-3339
1468,手包み餃子と中華キッチンひげ,飲食店,〇,★,●,豊中市東泉丘2-6-26,,090-8120-1344
1469,ヘアーギャラリー ピュア,理美容,〇,★,●,豊中市東泉丘4-2-10,ハイボーン緑地公園,06-6848-2267
1470,フレスコ 東泉丘店,食料品(スーパー含む),〇,★,●,豊中市東泉丘4-6-16,,06-4865-5411
1471,セブン-イレブン 豊中東泉丘店,コンビニエンスストア,〇,★,●,豊中市東泉丘4-6-20,,06-6845-8260
1472,海鮮居酒屋 中村座,飲食店,〇,★,●,豊中市西泉丘1-1-3,,06-6854-8677
1473,ワイン&スクール「たけや」,小売業 その他,〇,★,●,豊中市西泉丘1-1-5,,06-6853-4256
1474,カットハウス プラスワン,理美容,〇,★,●,豊中市西泉丘2-2424-3,,06-4866-2311
1475,,飲食店,〇,★,●,豊中市西泉丘2-2424-3,06-6868-2222,パトリエフクモリ
1476,,飲食店,〇,★,●,豊中市西泉丘3-10-12,06-6865-8585,炭火焼肉 七輪 服部緑地店
1477,,ドラッグストア,〇,★,●,豊中市西泉丘3-1-25,06-6867-6185,ユニカムドラッグ 西泉丘店
1478,,医療福祉,〇,★,●,豊中市西泉丘3-2-21,1F 06-6866-8211,やまざわ歯科クリニック
1479,,食料品(スーパー含む),〇,★,●,豊中市西泉丘3-5-6,06-6862-1208,やまや 豊中西泉丘店
1480,,小売業 その他,〇,★,●,豊中市西泉丘3-7-14,カーサ西泉丘A棟102 06-4866-6993,アクアリウム&パルダリウム専門店DISCOVERY
1481,,飲食店,〇,★,●,豊中市西泉丘3-8-12,06-6867-6780,三田屋本店 豊中店
1482,,飲食店,〇,★,●,豊中市夕日丘3-11-17,06-6846-3456,ブロシェット
1483,,医療福祉,〇,★,●,豊中市夕日丘1-1-3,06-6852-5010,西村医院
1484,,食料品(スーパー含む),〇,,,豊中市夕日丘1-1-5,06-6857-7136,阪急オアシス 夕日丘店
1485,,サービス業 その他,〇,★,●,豊中市夕日丘1-1-7,06-6850-0771,総合整体院 フォレスト
1486,,医療福祉,〇,★,●,豊中市夕日丘1-1-8,06-6844-0117,中川鍼灸整骨院
1487,,理美容,〇,★,●,豊中市夕日丘1-1-8,06-6849-1430,美容室ジャルダン
1488,,飲食店,〇,,,豊中市夕日丘1-2-17,06-6850-3961,讃岐製麺 豊中夕日丘店
1489,,自動車・自転車,〇,★,●,豊中市夕日丘1-2-29,06-6398-7415,モーターサイクル パル
1490,,小売業 その他,〇,,,豊中市夕日丘1-4-1,06-6845-0057,ホームセンターコーナン 豊中夕日丘店
1491,,医療福祉,〇,★,●,豊中市夕日丘1-5-4,1F 06-6857-8343,夕日丘鍼灸整骨院
1492,,飲食店,〇,★,●,豊中市夕日丘2-10-1,ピースフルハイツ夕日丘1F北東 06-6850-2888,あほや 夕日丘店
1493,,飲食店,〇,★,●,豊中市夕日丘2-15-7,06-6850-3434,来来亭 豊中夕日丘店
1494,,ドラッグストア,〇,★,●,豊中市夕日丘2-17-22,06-6850-1123,オレガノ薬局 緑地公園店
1495,,飲食店,〇,★,●,豊中市夕日丘3-6-15,06-6856-2200,太鼓亭 豊中服部緑地店
1496,,理美容,〇,★,●,豊中市旭丘1-107,06-6152-8308,ameiro hair + cafe
1497,,食料品(スーパー含む),〇,,,豊中市旭丘1-12,06-6840-6157,いかりスーパーマーケット 豊中店
1498,,ドラッグストア,〇,★,●,豊中市旭丘1-12,06-6852-0076,ドラッグストア 中央
1499,,小売業 その他,〇,,●,豊中市旭丘5-103,06-6852-5666,江戸三薬店
1500,,飲食店,〇,★,●,豊中市旭丘5-104,ハイツてんぐ102 090-2702-3803,wine&bar GEAR
1501,,医療福祉,〇,★,●,豊中市旭丘8-79-1,06-6850-7222,たか鍼灸院
1502,,自動車・自転車,〇,,,豊中市東寺内町10-36-102,06-6821-6292,サイクルベースあさひ 緑地電動アシスト館
1503,,理美容,〇,★,●,豊中市東寺内町11-10-102,06-6386-0007,アルティスタ ヘア デザイン
1504,,食料品(スーパー含む),〇,,,豊中市東寺内町11-23,06-6386-7117,阪急オアシス 服部緑地店
1505,,理美容,〇,★,●,豊中市東寺内町12-1,緑地公園ロイヤルマンション1F 06-6386-0607,Hair Studio Bam-Boo
1506,,その他の業種,,★,,豊中市東寺内町12-12-503,080-4398-6001,カラーヘルスデザイン
1507,,飲食店,〇,,,豊中市東寺内町13-10,06-6192-7551,ほっかほっか亭 緑地公園駅前店
1508,,飲食店,〇,★,●,豊中市東寺内町13-10,コーポウエハラ 06-6338-5918,喫茶イレブン
1509,,サービス業 その他,〇,★,●,豊中市東寺内町13-23,ラ・メゾン307 080-8948-0405,SPICEUP
1510,,サービス業 その他,〇,,●,豊中市東寺内町13-5,06-6380-5299,やなぎ屋クリーニング 緑地東店
1511,,電化製品,〇,★,●,豊中市東寺内町13-5,ライオンズマンション105 06-6318-5167,(有)小西電化 緑地公園店
1512,,理美容,〇,★,●,豊中市東寺内町13-5-101,06-6369-2266,hair's effect
1513,,理美容,〇,,●,豊中市東寺内町13-8,06-6386-7396,VERITE du micro
1514,,理美容,〇,★,●,豊中市東寺内町5-28,加藤マンション102 06-7220-3086,BARBER 髪結
1515,中村法律事務所,サービス業 その他,〇,★,●,豊中市東寺内町5-28,加藤マンション105,06-6330-3993
1516,NODUS,理美容,〇,★,●,豊中市東寺内町5-38,,06-6389-6111
1517,バオ動物病院,サービス業 その他,〇,★,●,豊中市東寺内町5-38,タハシハイツ1F,06-6337-1580
1518,一鍼堂 豊中院,医療福祉,〇,,●,豊中市東寺内町5-38,タハシビル2F,06-4861-0023
1519,STUDIO NOON,サービス業 その他,〇,★,●,豊中市寺内1-11-11,セントラルハイツ108,070-4342-7653
1520,赤ちゃんのための小さな写真屋さん Fumiruスタジオ,サービス業 その他,〇,★,●,豊中市寺内1-11-16,緑地ビル105,080-3771-0230
1521,ネイルサロンMANITREE,理美容,〇,★,●,豊中市寺内1-11-16,緑地ビル210,080-7658-9525
1522,みどり寿司,飲食店,〇,★,●,豊中市寺内1-11-23,ハイネス緑地公園,06-6863-0018
1523,シチリア料理 クッカーニャ,飲食店,〇,,●,豊中市寺内1-5-7,メゾン緑地1F,06-6867-0830
1524,焼肉 起世,飲食店,〇,★,●,豊中市寺内2-10-1,緑地野元ビル101,06-6866-4129
1525,カメラのサンエ,小売業 その他,〇,★,●,豊中市寺内2-10-1,緑地野元ビル102,06-6864-8875
1526,Bess eyelash,理美容,〇,★,●,豊中市寺内2-10-1,緑地野元ビル105,06-4866-5830
1527,おばんざいとお寿司こばやし,飲食店,〇,★,●,豊中市寺内2-10-8,緑地8番館207,06-4981-2733
1528,ハラデン 緑地駅前店,電化製品,〇,★,●,豊中市寺内2-13-1,,06-6865-0222
1529,串かつ市場,飲食店,〇,★,●,豊中市寺内2-13-1,緑地ステーションビル103,06-6152-9417
1530,妙楽堂 鍼灸院,医療福祉,〇,★,●,豊中市寺内2-13-51,TGC103,06-4866-0089
1531,やなぎ屋クリーニング 緑地店,サービス業 その他,〇,,●,豊中市寺内2-13-53,,06-6863-5447
1532,フレスコ 服部緑地店,食料品(スーパー含む),〇,★,●,豊中市寺内2-13-55,緑地ビューハイツ1F,06-6862-1071
1533,八剣伝 緑地公園店,飲食店,〇,,,豊中市寺内2-2-22,,06-4866-9122
1534,skeleton Dr.nen,理美容,〇,,●,豊中市寺内2-2-26,ロワール緑地107,06-6335-4717
1535,カレーハウスCoCo壱番屋 豊中緑地公園店,飲食店,〇,★,●,豊中市寺内2-2-27-102,,06-6867-0157
1536,はりきゅう いとう治療院,医療福祉,〇,★,●,豊中市寺内2-3-15,緑地サンプラザ102,06-6866-5604
1537,Lash-Bar Foula 緑地公園店,理美容,〇,★,●,豊中市寺内2-3-8,ロイヤルクイーンズパーク緑地公園308,090-5972-0080
1538,プリュネル,理美容,〇,★,●,豊中市寺内2-3-9,グリーンエクセル407,
1539,boutique CASA vogue BIS,衣料品,〇,★,●,豊中市寺内2-4-1,緑地駅ビル1F,06-4866-2655
1540,boutique CASA vogue PartI,衣料品,〇,★,●,豊中市寺内2-4-1,緑地駅ビル1F,06-6865-0173
1541,boutique CASA vogue PartII,衣料品,〇,★,●,豊中市寺内2-4-1,緑地駅ビル1F,06-6866-4840
1542,Edit& 緑地,理美容,〇,★,●,豊中市寺内2-4-1,緑地駅ビル1F,06-6863-2133
1543,GoodMan BARBER SHOP 緑地,理美容,〇,★,●,豊中市寺内2-4-1,緑地駅ビル1F,06-6151-2886
1544,ビューティコスメ美空,小売業 その他,〇,★,●,豊中市寺内2-4-1,緑地駅ビル1F,06-6863-9002
1545,カーニバルクリーニング 緑地駅ビル店,サービス業 その他,〇,,●,豊中市寺内2-4-1,緑地駅ビルB1F,06-6862-4066
1546,カフェ ヒラノ,飲食店,〇,,●,豊中市寺内2-4-1,緑地駅ビルB1F,06-6868-9555
1547,まるしげ 緑地公園駅ビル店,食料品(スーパー含む),〇,★,●,豊中市寺内2-4-1,緑地駅ビルB1F,06-6865-3357
1548,千鳥屋宗家 緑地公園駅店,飲食店,〇,,●,豊中市寺内2-4-1,緑地駅ビルB1F,06-6867-0888
1549,田村書店 緑地店,小売業 その他,〇,,●,豊中市寺内2-4-1,緑地駅ビルB1F,06-6865-0185
1550,STAGE 緑地公園店,理美容,〇,★,●,豊中市寺内2-7-3,サンハイツ緑地公園1F,06-6868-8088
1551,バイクセンター曽根,自動車・自転車,〇,★,●,豊中市長興寺南1-1-39,,06-6862-5000
1552,バターフレーク 曽根店,食料品(スーパー含む),〇,★,●,豊中市長興寺南1-2-6-101,,06-6866-1936
1553,銀のさら 曽根店,飲食店,〇,,●,豊中市長興寺南1-3-5,ニューグリーンシャトー1F,06-4866-8144
1554,ブーランジェリー トラム,食料品(スーパー含む),〇,★,●,豊中市長興寺南4-2-1,服部緑地パルコアA棟103,06-6862-5857
1555,メガネ&アロマ@Smile∞,小売業 その他,〇,★,●,豊中市長興寺南4-3-28,コープ緑地101,06-7494-1573
1556,あゆみ薬局,医療福祉,〇,★,●,豊中市長興寺南4-5-28,ハイツササベ103,06-6867-6767
1557,食賓工房 北乃屋 長興寺店,食料品(スーパー含む),〇,★,●,豊中市長興寺北1-4-21,,06-6842-3074
1558,手揉みほぐしR Pro.曽根店,サービス業 その他,〇,★,●,豊中市長興寺北1-5-39,1F,06-6845-5855
1559,メナードフェイシャルサロン長興寺,理美容,〇,★,●,豊中市長興寺北2-1-1,,06-6848-4368
1560,日進堂書店,小売業 その他,〇,★,●,豊中市長興寺北2-4-1,1F,06-6843-2410
1561,ファミリーマート 豊中長興寺北店,コンビニエンスストア,〇,,●,豊中市長興寺北3-1-1,,06-4865-3821
1562,コミコミ価格の「いるか堂」,電化製品,〇,★,●,豊中市長興寺北3-2-6,カノン緑地2F,06-6841-5454
1563,ピザーラ 豊中店,飲食店,〇,★,●,豊中市長興寺北3-3-3,,06-6852-7800
1564,ココカラファイン 岡町店,ドラッグストア,〇,,,豊中市中桜塚1-1-1,ティオ阪急岡町1F,06-7656-3857
1565,ココカラファイン 薬局岡町店,医療福祉,〇,,,豊中市中桜塚1-1-1,ティオ阪急岡町1F,06-7656-3857
1566,コンセルボ 阪急岡町店,食料品(スーパー含む),〇,★,●,豊中市中桜塚1-1-1,ティオ阪急岡町1F,06-6852-3975
1567,プラタークラブ,小売業 その他,〇,★,●,豊中市中桜塚1-2-1,,06-6857-0244
1568,BEBAS FACTORY,衣料品,〇,★,●,豊中市中桜塚1-2-14,,
1569,鮮魚一心,食料品(スーパー含む),〇,★,●,豊中市中桜塚1-2-15,,06-6843-5453
1570,株式会社 USスポーツ商会,小売業 その他,〇,★,●,豊中市中桜塚1-2-2,,06-6855-3001
1571,御菓子司 亀甲堂,小売業 その他,〇,★,●,豊中市中桜塚1-2-2,,06-6857-5649
1572,なかむら,飲食店,〇,,●,豊中市中桜塚1-2-34,,06-6843-3916
1573,くろもじ絵本店,小売業 その他,〇,★,●,豊中市中桜塚1-2-36,,090-6061-1145
1574,十八番まんじゅう,小売業 その他,〇,★,●,豊中市中桜塚1-2-36,,06-6845-5666
1575,ジュン,衣料品,〇,,●,豊中市中桜塚1-2-37,,06-6857-0246
1576,hair stage ナンバーワン,理美容,〇,★,●,豊中市中桜塚1-2-38,,06-6855-3775
1577,喫茶モントレー,飲食店,〇,★,●,豊中市中桜塚1-2-38,,06-6843-4599
1578,北海道12旬。,食料品(スーパー含む),〇,★,●,豊中市中桜塚1-2-40,,06-6855-3776
1579,くしや,小売業 その他,〇,★,●,豊中市中桜塚1-2-6,,06-6841-3030
1580,豊文堂,小売業 その他,〇,★,●,豊中市中桜塚1-2-6,,06-6853-2143
1581,ヘアーステージ ヤン 岡町店,理美容,〇,★,●,豊中市中桜塚1-2-8,,06-6852-6599
1582,植村商店,食料品(スーパー含む),〇,,●,豊中市中桜塚1-2-8,,06-6852-6701
1583,芋屋なんばん,飲食店,〇,★,●,豊中市中桜塚1-2-9,,06-6842-9339
1584,グリーンメガネ,小売業 その他,〇,★,●,豊中市中桜塚1-3-29,,06-6841-2751
1585,学生服の中外 豊中店,衣料品,〇,★,●,豊中市中桜塚1-7-3,,06-6855-3782
1586,葭田自転車店,自動車・自転車,〇,★,●,豊中市中桜塚1-8-3,,06-6853-0516
1587,うを秀,食料品(スーパー含む),〇,★,●,豊中市中桜塚1-8-4,,06-6852-5353
1588,しあわせおでん処 正心亭,飲食店,〇,★,●,豊中市中桜塚1-8-4,,06-7508-2591
1589,イタリア料理 トラットリア オロブリランテ,飲食店,〇,,●,豊中市中桜塚2-1-1,,06-4866-5005
1590,丸中玩具店,その他,〇,★,●,豊中市中桜塚2-1-2,,06-6852-4028
1591,お香&お念珠 てらの,小売業 その他,〇,★,●,豊中市中桜塚2-1-3,,06-6857-1467
1592,サイクルベースあさひ 桜塚店,自動車・自転車,〇,,,豊中市中桜塚2-14-1,,06-4865-6405
1593,喫茶らん,飲食店,〇,★,●,豊中市中桜塚2-1-7,,06-6850-8606
1594,千鳥屋宗家 岡町店,飲食店,〇,,●,豊中市中桜塚2-1-7,,06-6841-1129
1595,ハロースタイル,理美容,〇,,●,豊中市中桜塚2-1-8,,
1596,焼肉たか,飲食店,〇,★,●,豊中市中桜塚2-18-12,藤本ビル1F,06-6151-3629
1597,ラウンジ リッチ,サービス業 その他,〇,★,●,豊中市中桜塚2-18-18,,06-6841-5895
1598,旨酒処 榮右衛門,飲食店,〇,★,●,豊中市中桜塚2-18-18,,06-6849-2241
1599,手づくり弁当 エース・ワン,飲食店,〇,★,●,豊中市中桜塚2-18-18,,06-6849-2241
1600,more more OKAMACHI,飲食店,〇,★,●,豊中市中桜塚2-18-2,,080-7559-1549
1601,文学館 岡町店 外商部,小売業 その他,〇,★,●,豊中市中桜塚2-18-5,,06-6841-1135
1602,鳥貴族 岡町店,飲食店,〇,★,●,豊中市中桜塚2-18-5,1F,06-6852-3361
1603,plug,飲食店,〇,★,●,豊中市中桜塚2-20-10,サンリッチ豊中ビル1F,06-6855-0071
1604,沖縄そば かじまやー,飲食店,〇,★,●,豊中市中桜塚2-20-10,サンリッチ豊中ビル1F,06-6844-1515
1605,さかな料理 魚甚,飲食店,〇,,●,豊中市中桜塚2-20-10,サンリッチ豊中ビル2F,06-6845-6040
1606,オスカー カラオケ サロン,飲食店,〇,★,●,豊中市中桜塚2-20-18,,090-9862-4184
1607,酒菜 穂のか,飲食店,〇,★,●,豊中市中桜塚2-20-18,ニューライン中桜塚101,080-1423-5965
1608,ユーヘア-理容室,理美容,〇,★,●,豊中市中桜塚2-20-2,,06-6845-8878
1609,ライオン写真館,サービス業 その他,〇,★,●,豊中市中桜塚2-2-1,,06-6852-5228
1610,にしき亭,飲食店,〇,★,●,豊中市中桜塚2-23-5,加藤ビル1F,06-6840-2317
1611,LuLu,小売業 その他,〇,★,●,豊中市中桜塚2-23-7,Roots73中桜塚1F,06-7163-2150
1612,ライフ 岡町店,食料品(スーパー含む),〇,,,豊中市中桜塚2-2-5,,06-6853-0274
1613,セブン-イレブン 豊中中桜塚2丁目店,コンビニエンスストア,〇,★,●,豊中市中桜塚2-25-1,,06-6843-7011
1614,中華居酒屋 福,飲食店,〇,,●,豊中市中桜塚2-25-12,,080-4980-5218
1615,レストランムース,飲食店,〇,★,●,豊中市中桜塚2-25-12,ループトーワビル201,06-6848-1113
1616,生豆焙煎館フレビコーヒー,食料品(スーパー含む),〇,,●,豊中市中桜塚2-25-3,,0120-395-201
1617,ラ・カシュカシュ,飲食店,〇,★,●,豊中市中桜塚2-25-4,高砂ビル2F,06-6843-4895
1618,メガネサロンアイム,小売業 その他,〇,★,●,豊中市中桜塚2-25-5,岡田ビル1F,06-6844-0180
1619,串カツ 串もん,飲食店,〇,★,●,豊中市中桜塚2-25-5,岡田ビル1F,06-6845-8860
1620,珈琲専門店 かたすみII,飲食店,〇,★,●,豊中市中桜塚2-25-5,岡田ビル1F,06-6843-5398
1621,SHIBATO,飲食店,〇,★,●,豊中市中桜塚2-25-7,島越ビル1F,090-3941-4810
1622,alato hair,理美容,〇,★,●,豊中市中桜塚2-26-18,1F,06-6841-0231
1623,SUZUKI,衣料品,〇,★,●,豊中市中桜塚2-27-1,,090-9118-8199
1624,大一薬局,小売業 その他,〇,★,●,豊中市中桜塚2-27-27,,06-6852-3706
1625,フラワーショップ 花又,小売業 その他,〇,★,●,豊中市中桜塚2-27-29,,06-6852-5227
1626,介護用品カワバタ株式会社,小売業 その他,〇,,●,豊中市中桜塚2-27-3,,06-6857-0309
1627,お菓子のデパート OH!かしや,食料品(スーパー含む),〇,★,●,豊中市中桜塚2-27-6,,06-6852-0632
1628,Biasacafe and asian button,飲食店,〇,★,●,豊中市中桜塚2-27-8,桜塚ショッピングセンター1F,06-6843-1439
1629,SIDEMAAN'S,食料品(スーパー含む),〇,★,●,豊中市中桜塚2-27-8,桜塚ショッピングセンター1F,090-5052-2979
1630,イナキク酒店,食料品(スーパー含む),〇,★,●,豊中市中桜塚2-27-8,桜塚ショッピングセンター1F,06-6852-4453
1631,としまさ214,飲食店,〇,★,●,豊中市中桜塚2-27-8,桜塚ショッピングセンター1F,06-6842-7234
1632,食パン工房春日 桜塚店,食料品(スーパー含む),〇,★,●,豊中市中桜塚2-27-8,桜塚ショッピングセンター1F,06-6849-1770
1633,(有)藏野青果,食料品(スーパー含む),〇,,●,豊中市中桜塚2-27-8,桜塚ショッピングセンター内,06-6854-8811
1634,magoコロっ,食料品(スーパー含む),〇,★,●,豊中市中桜塚2-27-8,桜塚ショッピングセンター内,06-6845-5190
1635,チキンショップ鳥安,食料品(スーパー含む),〇,★,●,豊中市中桜塚2-27-8,桜塚ショッピングセンター内,06-6841-4755
1636,フードネットマート 桜塚店,食料品(スーパー含む),〇,★,●,豊中市中桜塚2-27-8,桜塚ショッピングセンター内,06-6152-8235
1637,ボン・シンタニ,小売業 その他,〇,,●,豊中市中桜塚2-27-8,桜塚ショッピングセンター内,06-6841-5115
1638,柴藤どんQ,飲食店,〇,★,●,豊中市中桜塚2-27-8,桜塚ショッピングセンター内,06-6841-4810
1639,赤木眼鏡堂,小売業 その他,〇,★,●,豊中市中桜塚2-27-8,桜塚ショッピングセンター内,06-4866-6188
1640,ダイニングバートマト,飲食店,〇,★,●,豊中市中桜塚2-31-13,,06-6841-4996
1641,立呑み まえざわ,飲食店,〇,★,●,豊中市中桜塚2-31-13,,090-3716-9006
1642,ひふみキッチン,飲食店,〇,★,●,豊中市中桜塚2-31-20,,06-6841-4123
1643,ユニバーサルヒーリング豊中,サービス業 その他,〇,★,●,豊中市中桜塚2-31-20,,06-6850-4187
1644,鉄板キッチン新,飲食店,〇,★,●,豊中市中桜塚2-31-35,プレアール101,080-8313-1488
1645,はだころも,サービス業 その他,〇,★,●,豊中市中桜塚3-10-12,ヴィラ森田206,06-6852-6266
1646,吉野家 176号線豊中店,飲食店,〇,,,豊中市中桜塚3-10-30,,06-6842-3007
1647,六源 豊中店,飲食店,〇,★,●,豊中市中桜塚3-10-35,Bz豊中センタービル1F,06-6845-6969
1648,とんかつますもと,飲食店,〇,★,●,豊中市中桜塚3-10-6,,080-4702-0515
1649,惣菜と菓子の持ち帰り専門店 六禾,食料品(スーパー含む),〇,★,●,豊中市中桜塚3-13-12,1F,06-6850-2700
1650,ハチミツ屋Atorium38,食料品(スーパー含む),〇,★,●,豊中市中桜塚3-13-15,橘高マンション1F,06-6841-9770
1651,株式会社ソフィアコーポレーション,サービス業 その他,〇,★,●,豊中市中桜塚3-2-31,第22桜塚村橘ビル402,06-4867-3838
